# [1]TIME  [2]v_out09 
 3.647180e-09  1.127761e+00 
 3.652069e-09  8.286109e-01 
 3.657971e-09  3.813563e-01 
 3.662512e-09  1.660252e-01 
 3.667319e-09  9.190791e-02 
 3.671628e-09  5.324040e-02 
 3.676920e-09  2.866930e-02 
 3.681602e-09  2.276740e-02 
 3.686245e-09  2.196163e-02 
 3.690528e-09  1.958009e-02 
 3.695765e-09  1.629918e-02 
 3.701171e-09  1.309153e-02 
 3.705826e-09  1.026284e-02 
 3.710543e-09  7.587452e-03 
 3.715958e-09  7.291635e-03 
 3.721526e-09  8.226556e-03 
 3.726156e-09  -5.838678e-03 
 3.730978e-09  -3.440238e-02 
 3.736405e-09  5.335708e-02 
 3.741929e-09  3.590014e-01 
 3.746574e-09  5.879495e-01 
 3.751369e-09  6.803869e-01 
 3.756916e-09  7.368060e-01 
 3.762337e-09  8.014414e-01 
 3.767017e-09  8.720827e-01 
 3.771785e-09  9.366481e-01 
 3.777405e-09  1.004965e+00 
 3.782735e-09  1.062457e+00 
 3.787445e-09  1.105947e+00 
 3.792182e-09  1.140153e+00 
 3.797740e-09  1.167842e+00 
 3.803056e-09  1.183107e+00 
 3.807767e-09  1.187971e+00 
 3.812480e-09  1.188935e+00 
 3.818026e-09  1.210680e+00 
 3.823354e-09  1.247020e+00 
 3.824664e-09  1.248598e+00 
 3.825806e-09  1.240439e+00 
 3.829460e-09  1.127761e+00 
 3.834349e-09  8.286109e-01 
 3.840251e-09  3.813563e-01 
 3.844792e-09  1.660252e-01 
 3.849599e-09  9.190791e-02 
 3.853908e-09  5.324040e-02 
 3.859200e-09  2.866930e-02 
 3.863882e-09  2.276740e-02 
 3.868525e-09  2.196163e-02 
 3.872808e-09  1.958009e-02 
 3.878045e-09  1.629918e-02 
 3.883451e-09  1.309153e-02 
 3.888106e-09  1.026284e-02 
 3.892823e-09  7.587452e-03 
 3.898238e-09  7.291635e-03 
 3.903806e-09  8.226556e-03 
 3.908436e-09  -5.838678e-03 
 3.913258e-09  -3.440238e-02 
 3.918685e-09  5.335708e-02 
 3.924209e-09  3.590014e-01 
 3.928854e-09  5.879495e-01 
 3.933649e-09  6.803869e-01 
 3.939196e-09  7.368060e-01 
 3.944617e-09  8.014414e-01 
 3.949297e-09  8.720827e-01 
 3.954065e-09  9.366481e-01 
 3.959685e-09  1.004965e+00 
 3.965015e-09  1.062457e+00 
 3.969725e-09  1.105947e+00 
 3.974462e-09  1.140153e+00 
 3.980020e-09  1.167842e+00 
 3.985336e-09  1.183107e+00 
 3.990047e-09  1.187971e+00 
 3.994760e-09  1.188935e+00 
 4.000306e-09  1.210680e+00 
 4.005634e-09  1.247020e+00 
 4.006944e-09  1.248598e+00 
 4.008086e-09  1.240439e+00 
 4.011740e-09  1.127761e+00 
 4.016629e-09  8.286109e-01 
 4.022531e-09  3.813563e-01 
 4.027072e-09  1.660252e-01 
 4.031879e-09  9.190791e-02 
 4.036188e-09  5.324040e-02 
 4.041480e-09  2.866930e-02 
 4.046162e-09  2.276740e-02 
 4.050805e-09  2.196163e-02 
 4.055088e-09  1.958009e-02 
 4.060325e-09  1.629918e-02 
 4.065731e-09  1.309153e-02 
 4.070386e-09  1.026284e-02 
 4.075103e-09  7.587452e-03 
 4.080518e-09  7.291635e-03 
 4.086086e-09  8.226556e-03 
 4.090715e-09  -5.838678e-03 
 4.095538e-09  -3.440238e-02 
 4.100965e-09  5.335708e-02 
 4.106489e-09  3.590014e-01 
 4.111134e-09  5.879495e-01 
 4.115929e-09  6.803869e-01 
 4.121476e-09  7.368060e-01 
 4.126897e-09  8.014414e-01 
 4.131577e-09  8.720827e-01 
 4.136345e-09  9.366481e-01 
 4.141965e-09  1.004965e+00 
 4.147295e-09  1.062457e+00 
 4.152005e-09  1.105947e+00 
 4.156742e-09  1.140153e+00 
 4.162300e-09  1.167842e+00 
 4.167616e-09  1.183107e+00 
 4.172327e-09  1.187971e+00 
 4.177040e-09  1.188935e+00 
 4.182586e-09  1.210680e+00 
 4.187914e-09  1.247020e+00 
 4.189224e-09  1.248598e+00 
 4.190366e-09  1.240439e+00 
 4.194020e-09  1.127761e+00 
 4.198909e-09  8.286109e-01 
 4.204811e-09  3.813563e-01 
 4.209352e-09  1.660252e-01 
 4.214159e-09  9.190791e-02 
 4.218468e-09  5.324040e-02 
 4.223760e-09  2.866930e-02 
 4.228442e-09  2.276740e-02 
 4.233085e-09  2.196163e-02 
 4.237368e-09  1.958009e-02 
 4.242605e-09  1.629918e-02 
 4.248011e-09  1.309153e-02 
 4.252666e-09  1.026284e-02 
 4.257383e-09  7.587452e-03 
 4.262798e-09  7.291635e-03 
 4.268366e-09  8.226556e-03 
 4.272995e-09  -5.838678e-03 
 4.277818e-09  -3.440238e-02 
 4.283245e-09  5.335708e-02 
 4.288769e-09  3.590014e-01 
 4.293414e-09  5.879495e-01 
 4.298209e-09  6.803869e-01 
 4.303756e-09  7.368060e-01 
 4.309177e-09  8.014414e-01 
 4.313857e-09  8.720827e-01 
 4.318625e-09  9.366481e-01 
 4.324245e-09  1.004965e+00 
 4.329575e-09  1.062457e+00 
 4.334285e-09  1.105947e+00 
 4.339022e-09  1.140153e+00 
 4.344580e-09  1.167842e+00 
 4.349896e-09  1.183107e+00 
 4.354606e-09  1.187971e+00 
 4.359320e-09  1.188935e+00 
 4.364866e-09  1.210680e+00 
 4.370194e-09  1.247020e+00 
 4.371504e-09  1.248598e+00 
 4.372646e-09  1.240439e+00 
 4.376300e-09  1.127761e+00 
 4.381189e-09  8.286109e-01 
 4.387091e-09  3.813563e-01 
 4.391632e-09  1.660252e-01 
 4.396439e-09  9.190791e-02 
 4.400748e-09  5.324040e-02 
 4.406040e-09  2.866930e-02 
 4.410722e-09  2.276740e-02 
 4.415365e-09  2.196163e-02 
 4.419648e-09  1.958009e-02 
 4.424885e-09  1.629918e-02 
 4.430291e-09  1.309153e-02 
 4.434946e-09  1.026284e-02 
 4.439663e-09  7.587452e-03 
 4.445078e-09  7.291635e-03 
 4.450646e-09  8.226556e-03 
 4.455275e-09  -5.838678e-03 
 4.460098e-09  -3.440238e-02 
 4.465525e-09  5.335708e-02 
 4.471049e-09  3.590014e-01 
 4.475694e-09  5.879495e-01 
 4.480489e-09  6.803869e-01 
 4.486036e-09  7.368060e-01 
 4.491457e-09  8.014414e-01 
 4.496137e-09  8.720827e-01 
 4.500905e-09  9.366481e-01 
 4.506525e-09  1.004965e+00 
 4.511855e-09  1.062457e+00 
 4.516565e-09  1.105947e+00 
 4.521302e-09  1.140153e+00 
 4.526860e-09  1.167842e+00 
 4.532176e-09  1.183107e+00 
 4.536886e-09  1.187971e+00 
 4.541600e-09  1.188935e+00 
 4.547146e-09  1.210680e+00 
 4.552474e-09  1.247020e+00 
 4.553784e-09  1.248598e+00 
 4.554926e-09  1.240439e+00 
 4.558580e-09  1.127761e+00 
 4.563469e-09  8.286109e-01 
 4.569371e-09  3.813563e-01 
 4.573911e-09  1.660252e-01 
 4.578719e-09  9.190791e-02 
 4.583028e-09  5.324040e-02 
 4.588320e-09  2.866930e-02 
 4.593002e-09  2.276740e-02 
 4.597645e-09  2.196163e-02 
 4.601928e-09  1.958009e-02 
 4.607165e-09  1.629918e-02 
 4.612571e-09  1.309153e-02 
 4.617226e-09  1.026284e-02 
 4.621943e-09  7.587452e-03 
 4.627358e-09  7.291635e-03 
 4.632926e-09  8.226556e-03 
 4.637555e-09  -5.838678e-03 
 4.642378e-09  -3.440238e-02 
 4.647805e-09  5.335708e-02 
 4.653329e-09  3.590014e-01 
 4.657974e-09  5.879495e-01 
 4.662769e-09  6.803869e-01 
 4.668316e-09  7.368060e-01 
 4.673737e-09  8.014414e-01 
 4.678417e-09  8.720827e-01 
 4.683185e-09  9.366481e-01 
 4.688805e-09  1.004965e+00 
 4.694135e-09  1.062457e+00 
 4.698845e-09  1.105947e+00 
 4.703582e-09  1.140153e+00 
 4.709140e-09  1.167842e+00 
 4.714455e-09  1.183107e+00 
 4.719166e-09  1.187971e+00 
 4.723880e-09  1.188935e+00 
 4.729426e-09  1.210680e+00 
 4.734754e-09  1.247020e+00 
 4.736064e-09  1.248598e+00 
 4.737206e-09  1.240439e+00 
 4.740860e-09  1.127761e+00 
 4.745749e-09  8.286109e-01 
 4.751651e-09  3.813563e-01 
 4.756191e-09  1.660252e-01 
 4.760998e-09  9.190791e-02 
 4.765308e-09  5.324040e-02 
 4.770599e-09  2.866930e-02 
 4.775282e-09  2.276740e-02 
 4.779924e-09  2.196163e-02 
 4.784208e-09  1.958009e-02 
 4.789445e-09  1.629918e-02 
 4.794851e-09  1.309153e-02 
 4.799506e-09  1.026284e-02 
 4.804223e-09  7.587452e-03 
 4.809638e-09  7.291635e-03 
 4.815206e-09  8.226556e-03 
 4.819835e-09  -5.838678e-03 
 4.824658e-09  -3.440238e-02 
 4.830085e-09  5.335708e-02 
 4.835609e-09  3.590014e-01 
 4.840254e-09  5.879495e-01 
 4.845049e-09  6.803869e-01 
 4.850595e-09  7.368060e-01 
 4.856017e-09  8.014414e-01 
 4.860697e-09  8.720827e-01 
 4.865464e-09  9.366481e-01 
 4.871085e-09  1.004965e+00 
 4.876415e-09  1.062457e+00 
 4.881125e-09  1.105947e+00 
 4.885861e-09  1.140153e+00 
 4.891420e-09  1.167842e+00 
 4.896735e-09  1.183107e+00 
 4.901446e-09  1.187971e+00 
 4.906160e-09  1.188935e+00 
 4.911706e-09  1.210680e+00 
 4.917034e-09  1.247020e+00 
 4.918344e-09  1.248598e+00 
 4.919486e-09  1.240439e+00 
 4.923139e-09  1.127761e+00 
 4.928029e-09  8.286109e-01 
 4.933931e-09  3.813563e-01 
 4.938471e-09  1.660252e-01 
 4.943278e-09  9.190791e-02 
 4.947588e-09  5.324040e-02 
 4.952879e-09  2.866930e-02 
 4.957561e-09  2.276740e-02 
 4.962204e-09  2.196163e-02 
 4.966488e-09  1.958009e-02 
 4.971725e-09  1.629918e-02 
 4.977131e-09  1.309153e-02 
 4.981786e-09  1.026284e-02 
 4.986503e-09  7.587452e-03 
 4.991918e-09  7.291635e-03 
 4.997486e-09  8.226556e-03 
 5.000000e-09  3.138931e-03 
